,time,N,TD,CH
3865,38.65000,96.40860,120.91219,53.11929
3866,38.66000,96.48625,121.00864,53.16260
3867,38.67000,96.56397,121.10516,53.20594
3868,38.68000,96.64174,121.20176,53.24931
3869,38.69000,96.71959,121.29844,53.29272
3870,38.70000,96.79749,121.39520,53.33617
3871,38.71000,96.87545,121.49204,53.37965
3872,38.72000,96.95348,121.58895,53.42316
3873,38.73000,97.03157,121.68595,53.46671
3874,38.74000,97.10972,121.78302,53.51029
3875,38.75000,97.18794,121.88017,53.55390
3876,38.76000,97.26621,121.97739,53.59756
3877,38.77000,97.34455,122.07470,53.64124
3878,38.78000,97.42296,122.17208,53.68496
3879,38.79000,97.50142,122.26954,53.72872
3880,38.80000,97.57995,122.36708,53.77251
3881,38.81000,97.65854,122.46470,53.81633
3882,38.82000,97.73720,122.56240,53.86019
3883,38.83000,97.81591,122.66018,53.90409
3884,38.84000,97.89469,122.75803,53.94802
3885,38.85000,97.97354,122.85597,53.99198
3886,38.86000,98.05244,122.95398,54.03598
3887,38.87000,98.13141,123.05207,54.08001
3888,38.88000,98.21044,123.15024,54.12408
3889,38.89000,98.28954,123.24849,54.16819
3890,38.90000,98.36870,123.34682,54.21232
3891,38.91000,98.44792,123.44523,54.25650
3892,38.92000,98.52721,123.54372,54.30071
3893,38.93000,98.60655,123.64229,54.34495
3894,38.94000,98.68597,123.74093,54.38923
3895,38.95000,98.76544,123.83966,54.43355
3896,38.96000,98.84498,123.93846,54.47789
3897,38.97000,98.92459,124.03735,54.52228
3898,38.98000,99.00425,124.13631,54.56670
3899,38.99000,99.08398,124.23536,54.61115
3900,39.00000,99.16378,124.33448,54.65564
3901,39.01000,99.24364,124.43368,54.70017
3902,39.02000,99.32356,124.53297,54.74473
3903,39.03000,99.40354,124.63233,54.78933
3904,39.04000,99.48359,124.73177,54.83396
3905,39.05000,99.56371,124.83130,54.87863
3906,39.06000,99.64389,124.93090,54.92333
3907,39.07000,99.72413,125.03059,54.96807
3908,39.08000,99.80444,125.13035,55.01284
3909,39.09000,99.88481,125.23019,55.05765
3910,39.10000,99.96524,125.33012,55.10250
3911,39.11000,100.04574,125.43012,55.14738
3912,39.12000,100.12631,125.53021,55.19229
3913,39.13000,100.20693,125.63038,55.23725
3914,39.14000,100.28763,125.73062,55.28223
3915,39.15000,100.36838,125.83095,55.32726
3916,39.16000,100.44921,125.93136,55.37232
3917,39.17000,100.53009,126.03185,55.41741
3918,39.18000,100.61104,126.13242,55.46254
3919,39.19000,100.69206,126.23307,55.50771
3920,39.20000,100.77314,126.33381,55.55291
3921,39.21000,100.85429,126.43462,55.59815
3922,39.22000,100.93550,126.53551,55.64342
3923,39.23000,101.01677,126.63649,55.68873
3924,39.24000,101.09812,126.73755,55.73408
3925,39.25000,101.17952,126.83869,55.77946
3926,39.26000,101.26099,126.93991,55.82488
3927,39.27000,101.34253,127.04121,55.87033
3928,39.28000,101.42413,127.14259,55.91582
3929,39.29000,101.50580,127.24406,55.96135
3930,39.30000,101.58753,127.34560,56.00691
3931,39.31000,101.66933,127.44723,56.05251
3932,39.32000,101.75119,127.54894,56.09814
3933,39.33000,101.83312,127.65073,56.14382
3934,39.34000,101.91511,127.75261,56.18952
3935,39.35000,101.99717,127.85456,56.23527
3936,39.36000,102.07930,127.95660,56.28105
3937,39.37000,102.16149,128.05872,56.32686
3938,39.38000,102.24375,128.16093,56.37272
3939,39.39000,102.32607,128.26321,56.41861
3940,39.40000,102.40846,128.36558,56.46453
3941,39.41000,102.49091,128.46803,56.51049
3942,39.42000,102.57343,128.57056,56.55649
3943,39.43000,102.65602,128.67317,56.60253
3944,39.44000,102.73867,128.77587,56.64860
3945,39.45000,102.82139,128.87865,56.69471
3946,39.46000,102.90418,128.98152,56.74085
3947,39.47000,102.98703,129.08446,56.78703
3948,39.48000,103.06995,129.18749,56.83325
3949,39.49000,103.15293,129.29060,56.87951
3950,39.50000,103.23598,129.39380,56.92580
3951,39.51000,103.31910,129.49707,56.97213
3952,39.52000,103.40228,129.60043,57.01849
3953,39.53000,103.48553,129.70388,57.06490
3954,39.54000,103.56885,129.80740,57.11133
3955,39.55000,103.65223,129.91101,57.15781
3956,39.56000,103.73568,130.01471,57.20432
3957,39.57000,103.81920,130.11849,57.25087
3958,39.58000,103.90278,130.22235,57.29746
3959,39.59000,103.98643,130.32629,57.34408
3960,39.60000,104.07015,130.43032,57.39074
3961,39.61000,104.15393,130.53443,57.43744
3962,39.62000,104.23779,130.63863,57.48418
3963,39.63000,104.32170,130.74291,57.53095
3964,39.64000,104.40569,130.84727,57.57776
3965,39.65000,104.48974,130.95172,57.62461
3966,39.66000,104.57386,131.05625,57.67149
3967,39.67000,104.65805,131.16087,57.71841
3968,39.68000,104.74231,131.26557,57.76537
3969,39.69000,104.82663,131.37035,57.81236
3970,39.70000,104.91102,131.47522,57.85940
3971,39.71000,104.99547,131.58017,57.90647
3972,39.72000,105.08000,131.68521,57.95358
3973,39.73000,105.16459,131.79033,58.00072
3974,39.74000,105.24925,131.89554,58.04790
3975,39.75000,105.33398,132.00083,58.09512
3976,39.76000,105.41878,132.10621,58.14238
3977,39.77000,105.50364,132.21167,58.18968
3978,39.78000,105.58857,132.31722,58.23701
3979,39.79000,105.67357,132.42285,58.28438
3980,39.80000,105.75864,132.52856,58.33179
3981,39.81000,105.84378,132.63436,58.37923
3982,39.82000,105.92898,132.74025,58.42672
3983,39.83000,106.01425,132.84622,58.47424
3984,39.84000,106.09959,132.95228,58.52180
3985,39.85000,106.18500,133.05842,58.56939
3986,39.86000,106.27048,133.16465,58.61703
3987,39.87000,106.35602,133.27096,58.66470
3988,39.88000,106.44164,133.37736,58.71241
3989,39.89000,106.52732,133.48385,58.76016
3990,39.90000,106.61307,133.59042,58.80794
3991,39.91000,106.69889,133.69707,58.85577
3992,39.92000,106.78478,133.80381,58.90363
3993,39.93000,106.87073,133.91064,58.95153
3994,39.94000,106.95676,134.01756,58.99947
3995,39.95000,107.04286,134.12455,59.04745
3996,39.96000,107.12902,134.23164,59.09546
3997,39.97000,107.21525,134.33881,59.14351
3998,39.98000,107.30155,134.44607,59.19160
3999,39.99000,107.38792,134.55342,59.23973
4000,40.00000,107.47436,134.66085,59.28790
4001,40.01000,107.56087,134.76836,59.33611
4002,40.02000,107.64745,134.87597,59.38435
4003,40.03000,107.73410,134.98366,59.43263
4004,40.04000,107.82082,135.09144,59.48095
4005,40.05000,107.90760,135.19930,59.52931
4006,40.06000,107.99446,135.30725,59.57771
4007,40.07000,108.08138,135.41529,59.62615
4008,40.08000,108.16838,135.52342,59.67462
4009,40.09000,108.25544,135.63163,59.72313
4010,40.10000,108.34258,135.73993,59.77168
4011,40.11000,108.42978,135.84831,59.82027
4012,40.12000,108.51705,135.95679,59.86890
4013,40.13000,108.60440,136.06535,59.91757
4014,40.14000,108.69181,136.17399,59.96628
4015,40.15000,108.77929,136.28273,60.01502
4016,40.16000,108.86685,136.39155,60.06381
4017,40.17000,108.95447,136.50046,60.11263
4018,40.18000,109.04216,136.60946,60.16149
4019,40.19000,109.12993,136.71855,60.21039
4020,40.20000,109.21776,136.82772,60.25933
4021,40.21000,109.30567,136.93698,60.30831
4022,40.22000,109.39364,137.04633,60.35732
4023,40.23000,109.48169,137.15577,60.40638
4024,40.24000,109.56980,137.26530,60.45547
4025,40.25000,109.65799,137.37491,60.50461
4026,40.26000,109.74625,137.48461,60.55378
4027,40.27000,109.83457,137.59440,60.60299
4028,40.28000,109.92297,137.70428,60.65224
4029,40.29000,110.01144,137.81425,60.70153
4030,40.30000,110.09998,137.92430,60.75086
4031,40.31000,110.18859,138.03445,60.80023
4032,40.32000,110.27727,138.14468,60.84964
4033,40.33000,110.36603,138.25500,60.89909
4034,40.34000,110.45485,138.36541,60.94857
4035,40.35000,110.54374,138.47591,60.99810
4036,40.36000,110.63271,138.58650,61.04767
4037,40.37000,110.72175,138.69718,61.09727
4038,40.38000,110.81085,138.80795,61.14691
4039,40.39000,110.90003,138.91880,61.19660
4040,40.40000,110.98929,139.02975,61.24632
4041,40.41000,111.07861,139.14078,61.29608
4042,40.42000,111.16800,139.25190,61.34589
4043,40.43000,111.25747,139.36312,61.39573
4044,40.44000,111.34700,139.47442,61.44561
4045,40.45000,111.43661,139.58581,61.49553
4046,40.46000,111.52629,139.69729,61.54549
4047,40.47000,111.61605,139.80886,61.59549
4048,40.48000,111.70587,139.92052,61.64553
4049,40.49000,111.79577,140.03227,61.69561
4050,40.50000,111.88574,140.14411,61.74573
4051,40.51000,111.97578,140.25605,61.79589
4052,40.52000,112.06589,140.36807,61.84609
4053,40.53000,112.15607,140.48018,61.89633
4054,40.54000,112.24633,140.59238,61.94661
4055,40.55000,112.33666,140.70467,61.99693
4056,40.56000,112.42706,140.81705,62.04729
4057,40.57000,112.51753,140.92952,62.09769
4058,40.58000,112.60808,141.04209,62.14813
4059,40.59000,112.69870,141.15474,62.19861
4060,40.60000,112.78939,141.26748,62.24913
4061,40.61000,112.88015,141.38032,62.29969
4062,40.62000,112.97099,141.49324,62.35029
4063,40.63000,113.06190,141.60626,62.40093
4064,40.64000,113.15288,141.71937,62.45161
4065,40.65000,113.24393,141.83257,62.50234
4066,40.66000,113.33506,141.94586,62.55310
4067,40.67000,113.42626,142.05924,62.60390
4068,40.68000,113.51753,142.17271,62.65474
4069,40.69000,113.60888,142.28627,62.70563
4070,40.70000,113.70030,142.39993,62.75655
4071,40.71000,113.79179,142.51367,62.80751
4072,40.72000,113.88336,142.62751,62.85852
4073,40.73000,113.97500,142.74144,62.90956
4074,40.74000,114.06671,142.85546,62.96065
4075,40.75000,114.15850,142.96957,63.01178
4076,40.76000,114.25036,143.08378,63.06294
4077,40.77000,114.34229,143.19807,63.11415
4078,40.78000,114.43430,143.31246,63.16540
4079,40.79000,114.52638,143.42694,63.21669
4080,40.80000,114.61853,143.54151,63.26802
4081,40.81000,114.71076,143.65618,63.31939
4082,40.82000,114.80306,143.77094,63.37080
4083,40.83000,114.89544,143.88579,63.42225
4084,40.84000,114.98789,144.00073,63.47375
4085,40.85000,115.08041,144.11576,63.52528
4086,40.86000,115.17301,144.23089,63.57686
4087,40.87000,115.26568,144.34611,63.62847
4088,40.88000,115.35842,144.46142,63.68013
4089,40.89000,115.45124,144.57682,63.73183
4090,40.90000,115.54414,144.69232,63.78357
4091,40.91000,115.63711,144.80791,63.83535
4092,40.92000,115.73015,144.92360,63.88717
4093,40.93000,115.82327,145.03937,63.93904
4094,40.94000,115.91646,145.15524,63.99094
4095,40.95000,116.00973,145.27121,64.04289
4096,40.96000,116.10307,145.38726,64.09488
4097,40.97000,116.19649,145.50341,64.14691
4098,40.98000,116.28998,145.61965,64.19898
4099,40.99000,116.38354,145.73599,64.25109
4100,41.00000,116.47719,145.85242,64.30324
4101,41.01000,116.57090,145.96895,64.35544
4102,41.02000,116.66469,146.08556,64.40767
4103,41.03000,116.75856,146.20228,64.45995
4104,41.04000,116.85250,146.31908,64.51227
4105,41.05000,116.94652,146.43598,64.56463
4106,41.06000,117.04061,146.55297,64.61703
4107,41.07000,117.13477,146.67006,64.66948
4108,41.08000,117.22902,146.78724,64.72196
4109,41.09000,117.32334,146.90452,64.77449
4110,41.10000,117.41773,147.02189,64.82706
4111,41.11000,117.51220,147.13936,64.87967
4112,41.12000,117.60674,147.25691,64.93233
4113,41.13000,117.70136,147.37457,64.98502
4114,41.14000,117.79606,147.49232,65.03776
4115,41.15000,117.89083,147.61016,65.09054
4116,41.16000,117.98568,147.72810,65.14336
4117,41.17000,118.08060,147.84613,65.19622
4118,41.18000,118.17560,147.96426,65.24913
4119,41.19000,118.27068,148.08248,65.30208
4120,41.20000,118.36583,148.20080,65.35506
4121,41.21000,118.46106,148.31922,65.40810
4122,41.22000,118.55636,148.43772,65.46117
4123,41.23000,118.65174,148.55633,65.51429
4124,41.24000,118.74720,148.67503,65.56745
4125,41.25000,118.84273,148.79382,65.62065
4126,41.26000,118.93834,148.91271,65.67389
4127,41.27000,119.03403,149.03170,65.72718
4128,41.28000,119.12979,149.15078,65.78050
4129,41.29000,119.22563,149.26996,65.83387
4130,41.30000,119.32155,149.38923,65.88729
4131,41.31000,119.41754,149.50860,65.94074
4132,41.32000,119.51361,149.62807,65.99424
4133,41.33000,119.60976,149.74763,66.04778
4134,41.34000,119.70598,149.86729,66.10136
4135,41.35000,119.80229,149.98704,66.15499
4136,41.36000,119.89866,150.10689,66.20866
4137,41.37000,119.99512,150.22684,66.26237
4138,41.38000,120.09165,150.34688,66.31612
4139,41.39000,120.18826,150.46702,66.36992
4140,41.40000,120.28495,150.58726,66.42376
4141,41.41000,120.38171,150.70759,66.47764
4142,41.42000,120.47856,150.82802,66.53157
4143,41.43000,120.57548,150.94855,66.58554
4144,41.44000,120.67247,151.06917,66.63955
4145,41.45000,120.76955,151.18989,66.69360
4146,41.46000,120.86670,151.31071,66.74770
4147,41.47000,120.96393,151.43163,66.80184
4148,41.48000,121.06124,151.55264,66.85603
4149,41.49000,121.15863,151.67375,66.91025
4150,41.50000,121.25609,151.79496,66.96452
4151,41.51000,121.35363,151.91626,67.01884
4152,41.52000,121.45125,152.03766,67.07319
4153,41.53000,121.54895,152.15916,67.12759
4154,41.54000,121.64673,152.28076,67.18203
4155,41.55000,121.74459,152.40246,67.23652
4156,41.56000,121.84252,152.52425,67.29105
4157,41.57000,121.94053,152.64614,67.34562
4158,41.58000,122.03862,152.76813,67.40024
4159,41.59000,122.13679,152.89022,67.45490
4160,41.60000,122.23504,153.01241,67.50960
4161,41.61000,122.33336,153.13469,67.56435
4162,41.62000,122.43177,153.25707,67.61914
4163,41.63000,122.53025,153.37955,67.67398
4164,41.64000,122.62882,153.50213,67.72886
4165,41.65000,122.72746,153.62481,67.78378
4166,41.66000,122.82618,153.74759,67.83874
4167,41.67000,122.92498,153.87046,67.89375
4168,41.68000,123.02386,153.99344,67.94881
4169,41.69000,123.12282,154.11651,68.00390
4170,41.70000,123.22185,154.23968,68.05904
4171,41.71000,123.32097,154.36296,68.11423
4172,41.72000,123.42016,154.48633,68.16946
4173,41.73000,123.51944,154.60980,68.22473
4174,41.74000,123.61880,154.73336,68.28005
4175,41.75000,123.71823,154.85703,68.33541
4176,41.76000,123.81774,154.98080,68.39081
4177,41.77000,123.91734,155.10467,68.44626
4178,41.78000,124.01701,155.22864,68.50175
4179,41.79000,124.11676,155.35270,68.55729
4180,41.80000,124.21660,155.47687,68.61287
4181,41.81000,124.31651,155.60114,68.66850
4182,41.82000,124.41650,155.72550,68.72417
4183,41.83000,124.51658,155.84997,68.77988
4184,41.84000,124.61673,155.97454,68.83564
4185,41.85000,124.71696,156.09920,68.89145
4186,41.86000,124.81728,156.22397,68.94729
4187,41.87000,124.91767,156.34884,69.00319
4188,41.88000,125.01815,156.47381,69.05912
4189,41.89000,125.11870,156.59887,69.11510
4190,41.90000,125.21934,156.72404,69.17113
4191,41.91000,125.32005,156.84931,69.22720
4192,41.92000,125.42085,156.97468,69.28331
4193,41.93000,125.52173,157.10015,69.33947
4194,41.94000,125.62269,157.22573,69.39568
4195,41.95000,125.72372,157.35140,69.45193
4196,41.96000,125.82484,157.47717,69.50822
4197,41.97000,125.92605,157.60305,69.56456
4198,41.98000,126.02733,157.72903,69.62095
4199,41.99000,126.12869,157.85510,69.67737
4200,42.00000,126.23014,157.98128,69.73385
4201,42.01000,126.33166,158.10756,69.79037
4202,42.02000,126.43327,158.23395,69.84693
4203,42.03000,126.53496,158.36043,69.90354
4204,42.04000,126.63673,158.48702,69.96019
4205,42.05000,126.73858,158.61370,70.01689
4206,42.06000,126.84051,158.74049,70.07364
4207,42.07000,126.94252,158.86739,70.13043
4208,42.08000,127.04462,158.99438,70.18726
4209,42.09000,127.14680,159.12147,70.24414
4210,42.10000,127.24906,159.24867,70.30107
4211,42.11000,127.35140,159.37597,70.35804
4212,42.12000,127.45382,159.50338,70.41505
4213,42.13000,127.55633,159.63088,70.47212
4214,42.14000,127.65892,159.75849,70.52922
4215,42.15000,127.76159,159.88620,70.58637
4216,42.16000,127.86434,160.01401,70.64357
4217,42.17000,127.96717,160.14193,70.70082
4218,42.18000,128.07009,160.26995,70.75811
4219,42.19000,128.17309,160.39807,70.81544
4220,42.20000,128.27617,160.52629,70.87282
4221,42.21000,128.37934,160.65462,70.93025
4222,42.22000,128.48258,160.78305,70.98772
4223,42.23000,128.58591,160.91158,71.04524
4224,42.24000,128.68932,161.04022,71.10280
4225,42.25000,128.79282,161.16896,71.16041
4226,42.26000,128.89640,161.29781,71.21807
4227,42.27000,129.00006,161.42676,71.27577
4228,42.28000,129.10380,161.55581,71.33351
4229,42.29000,129.20763,161.68496,71.39131
4230,42.30000,129.31154,161.81422,71.44915
4231,42.31000,129.41553,161.94359,71.50703
4232,42.32000,129.51961,162.07305,71.56496
4233,42.33000,129.62377,162.20263,71.62294
4234,42.34000,129.72801,162.33230,71.68097
4235,42.35000,129.83234,162.46208,71.73904
4236,42.36000,129.93675,162.59197,71.79715
4237,42.37000,130.04124,162.72196,71.85531
4238,42.38000,130.14582,162.85205,71.91352
4239,42.39000,130.25048,162.98225,71.97178
4240,42.40000,130.35523,163.11255,72.03008
4241,42.41000,130.46006,163.24296,72.08843
4242,42.42000,130.56497,163.37347,72.14682
4243,42.43000,130.66997,163.50409,72.20527
4244,42.44000,130.77505,163.63481,72.26375
4245,42.45000,130.88022,163.76564,72.32229
4246,42.46000,130.98547,163.89657,72.38087
4247,42.47000,131.09080,164.02761,72.43950
4248,42.48000,131.19622,164.15875,72.49817
4249,42.49000,131.30172,164.29000,72.55689
4250,42.50000,131.40731,164.42136,72.61566
4251,42.51000,131.51298,164.55282,72.67448
4252,42.52000,131.61874,164.68438,72.73334
4253,42.53000,131.72458,164.81605,72.79225
4254,42.54000,131.83051,164.94783,72.85120
4255,42.55000,131.93652,165.07971,72.91021
4256,42.56000,132.04261,165.21170,72.96926
4257,42.57000,132.14879,165.34380,73.02835
4258,42.58000,132.25506,165.47600,73.08750
4259,42.59000,132.36141,165.60831,73.14669
4260,42.60000,132.46785,165.74072,73.20593
4261,42.61000,132.57437,165.87325,73.26521
4262,42.62000,132.68097,166.00587,73.32454
4263,42.63000,132.78767,166.13861,73.38392
4264,42.64000,132.89444,166.27145,73.44335
4265,42.65000,133.00131,166.40440,73.50283
4266,42.66000,133.10826,166.53745,73.56235
4267,42.67000,133.21529,166.67061,73.62192
4268,42.68000,133.32241,166.80388,73.68154
4269,42.69000,133.42962,166.93726,73.74120
4270,42.70000,133.53691,167.07074,73.80091
4271,42.71000,133.64429,167.20433,73.86067
4272,42.72000,133.75175,167.33803,73.92048
4273,42.73000,133.85930,167.47184,73.98034
4274,42.74000,133.96694,167.60575,74.04024
4275,42.75000,134.07466,167.73977,74.10019
4276,42.76000,134.18247,167.87390,74.16019
4277,42.77000,134.29036,168.00813,74.22023
4278,42.78000,134.39834,168.14248,74.28033
4279,42.79000,134.50641,168.27693,74.34047
4280,42.80000,134.61456,168.41149,74.40066
4281,42.81000,134.72281,168.54616,74.46090
4282,42.82000,134.83113,168.68094,74.52118
4283,42.83000,134.93955,168.81582,74.58152
4284,42.84000,135.04805,168.95082,74.64190
4285,42.85000,135.15664,169.08592,74.70233
4286,42.86000,135.26531,169.22113,74.76281
4287,42.87000,135.37407,169.35645,74.82333
4288,42.88000,135.48292,169.49188,74.88391
4289,42.89000,135.59186,169.62742,74.94453
4290,42.90000,135.70088,169.76306,75.00520
4291,42.91000,135.80999,169.89882,75.06592
4292,42.92000,135.91919,170.03468,75.12669
4293,42.93000,136.02848,170.17066,75.18751
4294,42.94000,136.13785,170.30674,75.24837
4295,42.95000,136.24731,170.44293,75.30929
4296,42.96000,136.35686,170.57923,75.37025
4297,42.97000,136.46650,170.71564,75.43126
4298,42.98000,136.57622,170.85217,75.49232
4299,42.99000,136.68604,170.98880,75.55343
4300,43.00000,136.79594,171.12554,75.61459
4301,43.01000,136.90592,171.26239,75.67579
4302,43.02000,137.01600,171.39935,75.73705
4303,43.03000,137.12616,171.53642,75.79835
4304,43.04000,137.23642,171.67360,75.85970
4305,43.05000,137.34676,171.81089,75.92110
4306,43.06000,137.45719,171.94830,75.98255
4307,43.07000,137.56771,172.08581,76.04405
4308,43.08000,137.67831,172.22343,76.10560
4309,43.09000,137.78901,172.36117,76.16720
4310,43.10000,137.89979,172.49901,76.22884
4311,43.11000,138.01066,172.63696,76.29054
4312,43.12000,138.12162,172.77503,76.35228
4313,43.13000,138.23267,172.91321,76.41408
4314,43.14000,138.34381,173.05150,76.47592
4315,43.15000,138.45504,173.18990,76.53781
4316,43.16000,138.56636,173.32841,76.59976
4317,43.17000,138.67777,173.46703,76.66175
4318,43.18000,138.78926,173.60576,76.72379
4319,43.19000,138.90085,173.74461,76.78588
4320,43.20000,139.01252,173.88356,76.84802
4321,43.21000,139.12428,174.02263,76.91021
4322,43.22000,139.23614,174.16181,76.97245
4323,43.23000,139.34808,174.30110,77.03473
4324,43.24000,139.46011,174.44051,77.09707
4325,43.25000,139.57224,174.58002,77.15946
4326,43.26000,139.68445,174.71965,77.22190
4327,43.27000,139.79675,174.85939,77.28439
4328,43.28000,139.90914,174.99925,77.34692
4329,43.29000,140.02162,175.13921,77.40951
4330,43.30000,140.13420,175.27929,77.47215
4331,43.31000,140.24686,175.41948,77.53483
4332,43.32000,140.35961,175.55978,77.59757
4333,43.33000,140.47245,175.70020,77.66036
4334,43.34000,140.58539,175.84073,77.72320
4335,43.35000,140.69841,175.98137,77.78608
4336,43.36000,140.81153,176.12213,77.84902
4337,43.37000,140.92473,176.26299,77.91201
4338,43.38000,141.03803,176.40397,77.97505
4339,43.39000,141.15141,176.54507,78.03813
4340,43.40000,141.26489,176.68628,78.10127
4341,43.41000,141.37846,176.82760,78.16446
4342,43.42000,141.49212,176.96903,78.22770
4343,43.43000,141.60587,177.11058,78.29099
4344,43.44000,141.71971,177.25225,78.35433
4345,43.45000,141.83364,177.39402,78.41772
4346,43.46000,141.94766,177.53591,78.48116
4347,43.47000,142.06178,177.67792,78.54465
4348,43.48000,142.17599,177.82004,78.60820
4349,43.49000,142.29028,177.96227,78.67179
4350,43.50000,142.40467,178.10462,78.73543
4351,43.51000,142.51915,178.24708,78.79913
4352,43.52000,142.63373,178.38966,78.86287
4353,43.53000,142.74839,178.53235,78.92667
4354,43.54000,142.86315,178.67515,78.99052
4355,43.55000,142.97800,178.81807,79.05441
4356,43.56000,143.09294,178.96111,79.11836
4357,43.57000,143.20797,179.10426,79.18236
4358,43.58000,143.32310,179.24752,79.24642
4359,43.59000,143.43831,179.39091,79.31052
4360,43.60000,143.55362,179.53440,79.37467
4361,43.61000,143.66902,179.67801,79.43888
4362,43.62000,143.78452,179.82174,79.50313
4363,43.63000,143.90010,179.96558,79.56744
4364,43.64000,144.01578,180.10954,79.63180
4365,43.65000,144.13156,180.25361,79.69621
4366,43.66000,144.24742,180.39780,79.76067
4367,43.67000,144.36338,180.54211,79.82518
4368,43.68000,144.47943,180.68653,79.88974
4369,43.69000,144.59557,180.83107,79.95436
4370,43.70000,144.71181,180.97572,80.01903
4371,43.71000,144.82814,181.12049,80.08374
4372,43.72000,144.94456,181.26538,80.14851
4373,43.73000,145.06108,181.41038,80.21334
4374,43.74000,145.17768,181.55550,80.27821
4375,43.75000,145.29439,181.70074,80.34314
4376,43.76000,145.41118,181.84609,80.40811
4377,43.77000,145.52807,181.99156,80.47314
4378,43.78000,145.64506,182.13714,80.53822
4379,43.79000,145.76213,182.28285,80.60336
4380,43.80000,145.87931,182.42867,80.66854
4381,43.81000,145.99657,182.57461,80.73378
4382,43.82000,146.11393,182.72066,80.79907
4383,43.83000,146.23138,182.86683,80.86441
4384,43.84000,146.34893,183.01312,80.92980
4385,43.85000,146.46657,183.15953,80.99525
4386,43.86000,146.58431,183.30606,81.06074
4387,43.87000,146.70213,183.45270,81.12629
4388,43.88000,146.82006,183.59946,81.19189
4389,43.89000,146.93808,183.74634,81.25755
4390,43.90000,147.05619,183.89334,81.32326
4391,43.91000,147.17440,184.04045,81.38901
4392,43.92000,147.29270,184.18769,81.45483
4393,43.93000,147.41110,184.33504,81.52069
4394,43.94000,147.52959,184.48251,81.58661
4395,43.95000,147.64818,184.63010,81.65258
4396,43.96000,147.76686,184.77781,81.71860
4397,43.97000,147.88564,184.92563,81.78467
4398,43.98000,148.00451,185.07358,81.85080
4399,43.99000,148.12348,185.22164,81.91698
4400,44.00000,148.24254,185.36982,81.98321
4401,44.01000,148.36170,185.51813,82.04950
4402,44.02000,148.48095,185.66655,82.11584
4403,44.03000,148.60030,185.81509,82.18223
4404,44.04000,148.71974,185.96375,82.24867
4405,44.05000,148.83929,186.11253,82.31517
4406,44.06000,148.95892,186.26143,82.38172
4407,44.07000,149.07865,186.41045,82.44833
4408,44.08000,149.19848,186.55958,82.51498
4409,44.09000,149.31841,186.70884,82.58169
4410,44.10000,149.43843,186.85822,82.64846
4411,44.11000,149.55854,187.00772,82.71527
4412,44.12000,149.67875,187.15734,82.78214
4413,44.13000,149.79906,187.30708,82.84907
4414,44.14000,149.91947,187.45694,82.91604
4415,44.15000,150.03997,187.60692,82.98307
4416,44.16000,150.16057,187.75702,83.05016
4417,44.17000,150.28126,187.90724,83.11729
4418,44.18000,150.40206,188.05758,83.18448
4419,44.19000,150.52294,188.20804,83.25173
4420,44.20000,150.64393,188.35862,83.31903
4421,44.21000,150.76501,188.50933,83.38638
4422,44.22000,150.88619,188.66015,83.45378
4423,44.23000,151.00747,188.81110,83.52124
4424,44.24000,151.12884,188.96217,83.58876
4425,44.25000,151.25031,189.11336,83.65632
4426,44.26000,151.37188,189.26467,83.72394
4427,44.27000,151.49354,189.41610,83.79162
4428,44.28000,151.61531,189.56766,83.85935
4429,44.29000,151.73717,189.71933,83.92713
4430,44.30000,151.85913,189.87113,83.99497
4431,44.31000,151.98118,190.02305,84.06286
4432,44.32000,152.10334,190.17509,84.13081
4433,44.33000,152.22559,190.32726,84.19880
4434,44.34000,152.34794,190.47955,84.26686
4435,44.35000,152.47038,190.63195,84.33497
4436,44.36000,152.59293,190.78449,84.40313
4437,44.37000,152.71557,190.93714,84.47135
4438,44.38000,152.83832,191.08992,84.53962
4439,44.39000,152.96116,191.24282,84.60794
4440,44.40000,153.08410,191.39584,84.67632
4441,44.41000,153.20713,191.54899,84.74476
4442,44.42000,153.33027,191.70225,84.81325
4443,44.43000,153.45350,191.85565,84.88179
4444,44.44000,153.57684,192.00916,84.95039
4445,44.45000,153.70027,192.16280,85.01905
4446,44.46000,153.82380,192.31656,85.08776
4447,44.47000,153.94743,192.47045,85.15652
4448,44.48000,154.07116,192.62446,85.22534
4449,44.49000,154.19499,192.77859,85.29421
4450,44.50000,154.31891,192.93285,85.36314
4451,44.51000,154.44294,193.08723,85.43212
4452,44.52000,154.56707,193.24173,85.50116
4453,44.53000,154.69129,193.39636,85.57025
4454,44.54000,154.81562,193.55112,85.63940
4455,44.55000,154.94004,193.70599,85.70861
4456,44.56000,155.06457,193.86100,85.77787
4457,44.57000,155.18919,194.01612,85.84718
4458,44.58000,155.31392,194.17137,85.91655
4459,44.59000,155.43874,194.32675,85.98597
4460,44.60000,155.56366,194.48225,86.05545
4461,44.61000,155.68869,194.63788,86.12499
4462,44.62000,155.81381,194.79363,86.19458
4463,44.63000,155.93904,194.94950,86.26423
4464,44.64000,156.06436,195.10551,86.33393
4465,44.65000,156.18979,195.26163,86.40369
4466,44.66000,156.31531,195.41789,86.47350
4467,44.67000,156.44094,195.57426,86.54337
4468,44.68000,156.56667,195.73077,86.61330
4469,44.69000,156.69249,195.88740,86.68328
4470,44.70000,156.81842,196.04415,86.75332
4471,44.71000,156.94445,196.20103,86.82341
4472,44.72000,157.07058,196.35804,86.89356
